Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d3727ff2-5d7b-347f-d78c-edc4323cf890,2009-01-05,,999-94-4285,S99937417,,,Eunice461,Diann220,Fay398,,,,black,nonhispanic,F,Weymouth  Massachusetts  US,777 Bosco Union Suite 34,Boston,Massachusetts,Suffolk County,25025,02108,42.29039304794446,-71.16480709371824,48612.40,0.00,56736
c86c400e-ff88-a1e3-2e23-caa4d8311f47,1946-09-19,,999-14-5114,S99990467,X69925196X,Mr.,Cristobal567,Alfredo17,Montero62,,,M,white,hispanic,M,Santo Domingo  National District  DO,479 Haag Camp,Saugus,Massachusetts,Essex County,25009,01906,42.433320618228656,-70.96440007767636,221377.30,82057.53,109315
aa616abe-1761-0c9a-7959-07544679dafd,1958-06-03,,999-83-4774,S99999455,X74164375X,Mrs.,Jona712,Bonnie873,Schowalter414,,Robel940,W,asian,nonhispanic,F,Hanoi  Hà Đông  VN,997 Grant Row Unit 85,Peabody,Massachusetts,Essex County,25009,01960,42.52301776095647,-71.05524780399834,1070595.68,188092.18,81174
947c82ee-1735-c9ed-8210-38cb93d8070c,2015-12-05,,999-50-9740,,,,Marcell728,Augusta206,Hammes673,,,,white,nonhispanic,F,Medfield  Massachusetts  US,350 Quigley Mill,Boston,Massachusetts,Suffolk County,25025,02131,42.27694894483813,-71.13954379177159,38972.97,0.00,107995
ba419d35-0dfe-8af7-347c-eebf02485a56,1925-04-07,,999-49-6110,S99996907,X23413687X,Mrs.,Corie618,Sofia418,Pfeffer420,,Jast432,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,1028 Hoeger Crossroad,Franklin,Massachusetts,Norfolk County,25021,02038,42.05592795971821,-71.36775579073067,79074.98,2587330.16,18756
eb5910f1-26e6-bc6f-b300-716eae678d6f,1994-11-12,,999-20-9963,S99971292,X36936065X,Mrs.,Larissa293,Jackeline690,Nikolaus26,,Bins636,M,white,nonhispanic,F,Revere  Massachusetts  US,861 Swift Lock,Haverhill,Massachusetts,Essex County,25009,01832,42.84610565164186,-71.046128370516,196016.07,470899.57,47596
d15b23ed-02d5-3e28-efbd-2604425317c5,2025-11-30,,999-23-1094,,,,Ivan258,,Goodwin327,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,640 Prosacco Street Suite 54,Boston,Massachusetts,Suffolk County,25025,02152,42.243413698535726,-71.0777962572229,100.00,1623.22,4255
2c167999-289d-95fa-5c27-7d8b8d35348c,1973-08-01,,999-81-3939,S99923957,X72258187X,Mr.,Eliseo499,Laverne101,Nader710,,,W,white,nonhispanic,M,Lowell  Massachusetts  US,257 Wiza Forge Suite 31,Revere,Massachusetts,Suffolk County,25025,02151,42.42403681433789,-70.99809615810418,130112.37,26376.42,28811
c0a47dee-cc72-29ce-df5a-ea6d306c36a4,1986-09-12,,999-95-9468,S99981047,X83430X,Mr.,Jonathan639,Vernon254,Carroll471,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,299 Witting Vale Apt 11,Fall River,Massachusetts,Bristol County,25005,02747,41.71443190444846,-71.17965584682092,102359.22,530241.75,129734
9661a432-4630-2cd9-142c-386845fae837,1977-09-03,,999-46-9582,S99968373,X49969232X,Mr.,Paul232,Francisco472,Tremblay80,,,S,white,nonhispanic,M,Fitchburg  Massachusetts  US,558 O'Connell Trafficway,Whitman,Massachusetts,Plymouth County,,00000,42.04733216768621,-70.93867701050462,20030.48,168587.48,22146
4aaa0001-3832-cc52-e2f3-47aad08f4284,2005-08-25,,999-38-1206,S99937160,X25586090X,Mr.,Marvin195,Minh326,Weissnat378,,,,white,nonhispanic,M,Cordaville  Massachusetts  US,785 West Meadow Unit 75,Lawrence,Massachusetts,Essex County,25009,01840,42.661351921050525,-71.19375948211975,4195.86,60222.95,16471
bff9d9d5-ee3d-d852-9c67-36d8361a4a4a,1944-08-16,2023-07-15,999-45-1987,S99914644,X11542068X,Mr.,Rosario163,,Ortiz186,,,D,asian,nonhispanic,M,Ludlow  Massachusetts  US,438 Schowalter Bypass,Needham,Massachusetts,Norfolk County,25021,02494,42.24438127173491,-71.28164193392622,148561.16,1638434.91,179146
a2fb233f-60e0-b477-cd38-af3923f792a3,1961-09-28,1970-04-27,999-43-3625,,,,Tanner110,Amos720,Mitchell808,,,,white,nonhispanic,M,Boston  Massachusetts  US,144 Hartmann Viaduct Apt 57,Amesbury,Massachusetts,Essex County,25009,01913,42.89434519466137,-70.98429749490316,15922.08,28906.08,32449
35b353dd-402b-571a-d67a-af0a104d0854,1943-04-07,,999-46-5496,S99914749,X22748722X,Mr.,Jody426,,Monahan736,,,S,white,nonhispanic,M,Stoughton  Massachusetts  US,823 Rohan Walk,Stoneham,Massachusetts,Middlesex County,25017,02180,42.430415118201786,-71.11493016497893,205523.22,444049.22,164182
922fb35e-148d-9e82-7e65-bfa05e3b3515,1986-07-07,,999-74-7973,S99914251,X79857784X,Mrs.,Agnes294,Laree109,Morar593,,Muller251,M,white,nonhispanic,F,Newburyport  Massachusetts  US,324 Reinger Highlands Apt 29,Grafton,Massachusetts,Worcester County,,00000,42.2478081602492,-71.65074972716741,283759.47,869364.57,149894
d15cf2f1-1477-43c3-63d4-53d38c9b165a,1975-05-11,,999-63-4362,S99937174,X79853057X,Ms.,Cassey386,Darcey370,Hayes766,,,S,white,nonhispanic,F,Weston  Massachusetts  US,899 Goodwin Dale Apt 84,Fall River,Massachusetts,Bristol County,25005,02790,41.60175833349979,-71.11113133045875,327994.17,167797.71,74269
7b06ee52-df9a-8487-0be6-dff27cc7d519,2001-02-23,,999-74-6657,S99997258,X36830283X,Ms.,Ressie457,Eneida722,Nader710,,,,white,nonhispanic,F,Hamilton  Massachusetts  US,285 Weissnat Park,Attleboro,Massachusetts,Bristol County,25005,02703,41.90651572209241,-71.33004477600963,65106.97,8867.18,137480
7512bbb4-b22b-0979-6edc-389e16607ac7,2024-09-12,,999-53-5755,,,,Tamie596,Joi660,Herzog843,,,,black,nonhispanic,F,Holden  Massachusetts  US,256 Fritsch Pathway,Chicopee,Massachusetts,Hampden County,25013,01013,42.20762223444945,-72.51757750751571,400.00,5321.48,30756
5c39a9da-6fb0-3cbb-0181-add875529d46,2010-10-18,,999-45-8329,,,,Edmond919,Benito209,Ferry570,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,1065 Hamill Center Suite 34,Arlington,Massachusetts,Middlesex County,25017,02476,42.42077071107171,-71.13942291478861,37826.56,5120.81,60549
d20bc0bc-3051-ae6f-f391-ceec7ec0370f,2009-10-11,,999-62-3335,S99938971,,,Lavette209,Cathrine584,Kozey370,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,976 Kilback Lodge Apt 46,Somerville,Massachusetts,Middlesex County,25017,02143,42.43372945231455,-71.12951030106568,5539.07,581465.99,21963
5ba0a3f3-32f7-02b1-ec6a-8f568923954c,1998-01-04,,999-72-6669,S99935769,X7572154X,Mr.,Faustino767,Dominic463,Langworth352,,,M,asian,nonhispanic,M,Northborough  Massachusetts  US,373 Rath Skyway,Boston,Massachusetts,Suffolk County,25025,02127,42.392627527263805,-71.10595260610019,19488.76,818630.59,11168
f95a6723-14a5-c4b6-78df-fa97f7ab361c,1986-03-12,,999-46-9505,S99989761,X1005509X,Ms.,Roxann426,,Bosco882,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,632 Halvorson Rapid Apt 32,Mansfield,Massachusetts,Bristol County,,00000,42.05025821414531,-71.26530895738023,42074.81,924976.90,696664
6f45f2e9-a617-570a-8867-dec1260088bb,2013-01-14,,999-43-6844,,,,Carey440,Theo630,Mraz590,,,,white,nonhispanic,M,Boston  Massachusetts  US,343 Feeney Terrace,Lunenburg,Massachusetts,Worcester County,25027,01462,42.63124155127892,-71.70650736593358,34052.31,2852.89,41535
f32a088b-988b-d7d5-008b-89ea4ed1fc48,2006-03-05,,999-97-4202,S99993740,X29413352X,Mr.,Wayne846,Norris589,McLaughlin530,,,,black,nonhispanic,M,Worcester  Massachusetts  US,1090 Crist Spur Suite 38,Cambridge,Massachusetts,Middlesex County,25017,02140,42.352797605821735,-71.13017025866257,11695.98,666264.92,10954
79021b82-f370-50bb-c5a1-7333816d683f,2012-10-07,,999-95-8494,,,,Evette961,,Farrell962,,,,white,nonhispanic,F,Worthington  Massachusetts  US,1030 Lehner Branch,Malden,Massachusetts,Middlesex County,25017,02155,42.40649311093212,-71.02556291693962,52686.71,56256.24,41107
26aa011e-0d75-d1a3-3c5a-560a9450cc9d,2009-10-22,,999-88-4732,S99989855,,,Jesse626,Roosevelt595,Wolf938,,,,white,nonhispanic,M,Worcester  Massachusetts  US,791 Lindgren Passage Apt 87,Chelmsford,Massachusetts,Middlesex County,,00000,42.57094151779865,-71.39127180250473,38897.16,4288.46,66918
6aed9210-c500-4375-b0fc-3374c40b8591,1965-01-25,,999-77-1968,S99931320,X85106115X,Mr.,Lyman173,,Runte676,,,D,white,nonhispanic,M,Quincy  Massachusetts  US,784 Strosin Hollow,Yarmouth,Massachusetts,Barnstable County,,00000,41.65904472422945,-70.27041725336747,173853.42,47802.50,42610
75d6a35c-c2e1-5b9f-e7f8-6a5b05af8fc8,2012-08-21,,999-44-7679,,,,Hiram237,Abraham100,Batz141,,,,white,nonhispanic,M,Falmouth  Massachusetts  US,433 DuBuque Estate,Upton,Massachusetts,Worcester County,25027,01568,42.17105918362091,-71.64104395951323,20527.26,21375.98,161960
e74367bd-7385-97dc-2c7f-251b4cd9fe29,1960-04-12,,999-21-9587,S99991714,X49382210X,Mrs.,Tennille443,Denna536,Lakin515,,Rosenbaum794,M,white,nonhispanic,F,Greenfield  Massachusetts  US,911 Hauck Key Suite 34,Arlington,Massachusetts,Middlesex County,25017,02476,42.41678968179605,-71.12736743578557,21829.35,1333448.02,23284
b6a1cac9-8873-36a7-e726-4aad8a07d44d,1992-10-31,,999-64-3707,S99981898,X16313071X,Mr.,Renaldo199,,Crist667,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1055 Miller Vale,Needham,Massachusetts,Norfolk County,25021,02492,42.26122529424496,-71.26130415300472,15659.28,903202.49,4325
5e7ebf2c-22ec-a89b-53ab-38edddd81be9,1973-02-22,,999-51-2537,S99911409,X71428993X,Mrs.,Rosalba160,,Wehner319,,Larson43,M,white,nonhispanic,F,Wakefield  Massachusetts  US,1071 Rau Run Suite 89,Easthampton,Massachusetts,Hampshire County,25015,01027,42.33493367095153,-72.74444248366598,655335.30,100320.79,36201
d3cb6736-0991-40ed-a220-7c714aba4c37,1982-02-18,,999-18-9450,S99965816,X37150793X,Mr.,Tristan353,Josh874,Reichel38,,,M,white,nonhispanic,M,Raynham  Massachusetts  US,1089 Casper Branch Apt 85,Burlington,Massachusetts,Middlesex County,25017,01730,42.5307188102959,-71.15633262385516,101572.90,991.40,130944
47d390c6-a1a2-1a80-dd1d-9722c7b24159,2008-09-24,,999-48-4421,S99943538,,,Demarcus108,,Jones311,,,,white,nonhispanic,M,Gardner  Massachusetts  US,571 Hills Highlands Apt 93,Groveland,Massachusetts,Essex County,,00000,42.75571130132746,-71.05777902178957,25241.79,23190.35,157143
2de4dd0d-f665-8a2e-4c6b-997735e14ace,2002-05-08,,999-50-9887,S99959326,X47682760X,Mr.,Aron520,Gary33,Hammes673,,,,white,nonhispanic,M,Worcester  Massachusetts  US,793 Mayert Lodge Unit 44,Williamstown,Massachusetts,Berkshire County,25003,01267,42.72551449334875,-73.2719383343828,4082.32,71076.18,21658
7c913488-8c54-7aa0-a452-83dbc3ad8377,2011-08-02,,999-65-4697,,,,Dian810,Valda518,Kiehn525,,,,white,nonhispanic,F,Waltham  Massachusetts  US,974 Langworth Station,Fall River,Massachusetts,Bristol County,25005,02747,41.708919287195464,-71.15822978508461,29788.44,20029.78,39886
a203c138-c1f4-67db-655a-5138756a96c7,2015-07-25,,999-87-6157,,,,Mariela993,Alyce744,Abernathy524,,,,white,nonhispanic,F,Scituate  Massachusetts  US,320 Collins Terrace,Weymouth,Massachusetts,Norfolk County,25021,02189,42.21746868194054,-70.96548246455204,40259.25,37634.68,124477
080b069b-5108-46b6-ecef-6aacd3b9ef3f,1966-06-11,2023-05-13,999-85-1223,S99991780,X27890477X,Mr.,Chester802,Richie600,Aufderhar910,,,D,white,nonhispanic,M,Lynn  Massachusetts  US,314 Robel Quay,Wareham,Massachusetts,Plymouth County,,00000,41.806103226129906,-70.67818221486861,44761.03,774820.95,23280
6bc4cd5d-0216-17a9-8192-ac2209957d3a,1998-04-30,,999-61-2767,S99958957,X80124741X,Ms.,Pamela954,Gilma310,Thompson596,,,,white,hispanic,F,Lawrence  Massachusetts  US,842 Koch Common,Marblehead,Massachusetts,Essex County,25009,01945,42.47580526957799,-70.82787159698567,103302.19,32826.33,232022
4c7e43a3-f8c3-abdf-1938-4eae34733701,1961-09-28,,999-33-3318,S99941248,X49403773X,Mr.,Aron520,Arnulfo253,Hessel84,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,786 Doyle Common Apt 94,Amesbury,Massachusetts,Essex County,25009,01913,42.86150855342919,-70.99942004228633,121565.17,824180.89,32449
ce44621f-406f-233d-11a3-22cdc96f9aec,2012-06-02,,999-28-2268,,,,Blake449,See995,Konopelski743,,,,black,nonhispanic,F,Forestdale  Massachusetts  US,1093 Gutmann Trail,Boston,Massachusetts,Suffolk County,25025,02134,42.3950841900048,-70.96451168302201,34108.40,2505.60,692387
322ab5c6-5846-ac1e-38cc-48b8cb441e20,1964-09-14,,999-64-4805,S99975545,X28217324X,Mrs.,Lena684,Charlott617,Kerluke267,,Williamson769,D,white,nonhispanic,F,Dedham  Massachusetts  US,936 McKenzie Key Suite 0,Stoneham,Massachusetts,Middlesex County,25017,02180,42.44363878608946,-71.13029745210538,16964.71,901619.73,12730
d57841fa-c9e2-a3d1-0e78-09bdbe4eed66,1965-02-04,,999-78-2116,S99929873,X17090885X,Mrs.,Jessica140,Susannah249,Hermiston71,,McKenzie376,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,891 Mraz Bridge Apt 79,Rockland,Massachusetts,Plymouth County,,00000,42.10199239245121,-70.88759784295742,304188.68,517041.68,145475
5fd603dd-1d6a-62be-0862-67ff6e3978b5,2012-12-20,,999-38-2304,,,,Lakesha141,,Koepp521,,,,white,nonhispanic,F,Mendon  Massachusetts  US,340 Braun Passage Apt 35,Worcester,Massachusetts,Worcester County,25027,01608,42.262569851522706,-71.70588288847124,2695.86,54762.11,4053
5efaa97c-4a6c-5f10-2c9c-8ffdefa57893,1984-03-25,,999-58-1575,S99957652,X60803330X,Mr.,Loyd638,Louis204,Tromp100,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,1042 Dickinson Orchard Unit 51,Amherst,Massachusetts,Hampshire County,,00000,42.36972069506625,-72.52918650873026,95873.29,6733.64,46339
b329ef8d-a18b-a62f-aa37-7b5ca4504f4b,1986-08-11,,999-49-8193,S99946251,X63034054X,Mr.,Hans694,Orval846,Bogisich202,,,S,black,nonhispanic,M,Cambridge  Massachusetts  US,384 Breitenberg Center Suite 99,Springfield,Massachusetts,Hampden County,25013,01108,42.167554305577,-72.63817312402368,116044.13,0.00,41204
9255b577-57ec-5114-269d-ae0e5e12f290,2006-11-15,,999-38-1139,S99941507,,Ms.,Laraine204,Alpha246,Jaskolski867,,,,white,nonhispanic,F,Worcester  Massachusetts  US,554 Yost Underpass Unit 38,Medford,Massachusetts,Middlesex County,25017,02155,42.4348023516352,-71.12670436490349,92015.46,0.00,42139
9dc02e0c-624b-81c6-4648-829d5074bf90,1984-10-12,,999-38-1204,S99996482,X79757408X,Mr.,Riley817,Jarod376,Spinka232,,,D,white,nonhispanic,M,Waltham  Massachusetts  US,191 Greenholt Club Suite 47,Tewksbury,Massachusetts,Middlesex County,,00000,42.569950313543664,-71.25030432311135,74952.40,1830.15,61531
50b95daa-11fb-fb1d-f3aa-70e2d777e5ba,1988-07-15,,999-15-3798,S99953299,X45372634X,Ms.,Yuk263,Agripina633,Hoppe518,,,S,white,nonhispanic,F,Spencer  Massachusetts  US,782 Gerhold Run Unit 18,Dedham,Massachusetts,Norfolk County,25021,02026,42.24840539947318,-71.1874771148357,186863.90,235180.90,62760
dd9da64b-7b38-4f91-e75d-b1268dde60d4,1986-08-15,,999-51-2949,S99964387,X25477541X,Mrs.,Donnetta255,Alexandria361,Gislason620,,Jenkins714,M,black,nonhispanic,F,Plymouth  Massachusetts  US,684 Welch Arcade Apt 38,Newbury,Massachusetts,Essex County,,00000,42.755623461497834,-70.84243591079736,94180.34,1099458.32,80611
df2f3ddb-2760-b3c7-40be-f2fbee474089,1975-08-27,,999-49-5175,S99966853,X37569059X,Mr.,Dallas143,,Jacobi462,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,183 Abernathy Alley,Lincoln,Massachusetts,Middlesex County,,00000,42.45431978149434,-71.32437661830932,155094.48,19551.19,153761
e89af71d-4aa4-2237-e71d-6fa8e4b5af09,2004-01-17,,999-20-6584,S99968565,X14942307X,Ms.,Adela471,Lilia791,Romero158,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,822 Lubowitz Estate Unit 52,Boston,Massachusetts,Suffolk County,25025,02119,42.32144859669666,-71.08040777647568,58590.11,16482.74,43858
7811dc30-8c86-8164-6c33-6b6f464745ef,1969-11-08,,999-38-9284,S99912605,X84574417X,Ms.,Mignon230,,Towne435,,,S,asian,nonhispanic,F,Haiphong  Kiến An  VN,250 Moen Underpass,Boston,Massachusetts,Suffolk County,25025,02151,42.2493184322369,-71.04883958043074,221957.05,1467179.67,867330
b27ee48d-2590-6e78-ee68-28a31a2b37e1,1994-08-21,,999-74-9447,S99944243,X4843298X,Mr.,Rod343,Pat3,Grimes165,,,S,white,nonhispanic,M,Sutton  Massachusetts  US,411 Wyman Trace,Springfield,Massachusetts,Hampden County,25013,01106,42.168500907886155,-72.50253754830902,29989.46,444287.42,36897
2fe927b3-5eca-2d73-939a-327bf01094e8,1944-08-16,,999-38-3221,S99933368,X35739099X,Mr.,Tuan998,Mohammad578,Spinka232,,,M,asian,nonhispanic,M,Lynn  Massachusetts  US,1030 Gutkowski Forge Apt 22,Needham,Massachusetts,Norfolk County,25021,02492,42.31185606953665,-71.2809730573132,204478.76,205009.62,179146
cf22cde5-48e9-1907-78ec-42abd6782fbe,1998-05-18,,999-30-2282,S99948605,X62038461X,Ms.,Letty680,,Predovic534,,,,white,nonhispanic,F,Newton  Massachusetts  US,607 Wuckert Quay,Boston,Massachusetts,Suffolk County,25025,02215,42.31359280953481,-71.10955868482927,7000.00,481723.65,2130
09570ca0-77fa-de46-54b5-14ac2040a62e,2016-12-11,,999-45-6482,,,,Kizzie166,,Collins926,,,,white,nonhispanic,F,Sudbury  Massachusetts  US,1060 Lesch Lane Unit 35,Tewksbury,Massachusetts,Middlesex County,,00000,42.61796390294728,-71.27668098461947,36711.35,1067.87,152904
7bdd30f5-7598-e44a-c32c-f928becb9d5e,2009-02-27,,999-30-7687,S99978955,,,Lavina533,Christene303,Hartmann983,,,,black,nonhispanic,F,Lowell  Massachusetts  US,757 Nolan Haven Suite 44,Newton,Massachusetts,Middlesex County,25017,02460,42.308788358946096,-71.26665082224034,25118.79,20939.06,123819
4e3a6f7b-ffb9-5478-ae0f-e03a42891892,2000-03-27,,999-15-2429,S99981213,X78402960X,Ms.,Gerda633,Mia349,Trantow673,,,,white,nonhispanic,F,North Scituate  Massachusetts  US,296 Zemlak Ferry,Hudson,Massachusetts,Middlesex County,25017,01749,42.37518481659668,-71.51241394395679,82126.83,252999.73,83270
a0c03c21-c7e2-54b4-175d-a01e8ba6de7b,2008-10-30,,999-22-1126,S99979786,,,Dawn804,,Jenkins714,,,,asian,nonhispanic,F,Westford  Massachusetts  US,1077 Luettgen Glen,Belmont,Massachusetts,Middlesex County,25017,02478,42.42513397198988,-71.15702261667204,84182.27,184196.04,164361
76a1559f-a83a-59b9-ed07-4efd4a0f1b39,1983-02-01,2015-08-06,999-48-4172,S99960945,X74610901X,Mrs.,Alethia102,Beatris270,Wyman904,,Abernathy524,M,white,nonhispanic,F,Boston  Massachusetts  US,128 Strosin Well Unit 53,Fall River,Massachusetts,Bristol County,25005,02720,41.65519029426694,-71.13051179305559,158733.18,573204.96,27008
7f50d0ba-ca6b-eaa7-d4f7-50dc977f2e50,2002-08-10,,999-36-3745,S99991221,X17209822X,Ms.,Kerry175,,Dickens475,,,,white,nonhispanic,F,Springfield  Massachusetts  US,537 Walsh Mission,Cambridge,Massachusetts,Middlesex County,25017,02140,42.342217069464965,-71.08808165812866,56354.40,127917.27,189971
3236b1f8-2bc1-3e38-c539-a29407c6a206,2004-04-27,,999-15-6186,S99977845,X5578644X,Ms.,Krysta658,Leah288,Barrows492,,,,white,nonhispanic,F,Boston  Massachusetts  US,996 Ankunding Approach Apt 1,Boston,Massachusetts,Suffolk County,25025,02136,42.30116263498911,-71.07327757358904,13520.94,705973.37,93722
a296a2ba-b1ad-a3c5-d172-aa3dfdbcdab9,1986-11-07,,999-31-8127,S99929291,X83452945X,Ms.,Pok428,Kerrie266,Lindgren255,,,S,white,nonhispanic,F,Wilmington  Massachusetts  US,724 Nolan Camp Unit 48,Brockton,Massachusetts,Plymouth County,25023,02301,42.05090474227868,-71.05907038727557,15279.08,1492454.69,17562
c53d3c4b-b3b9-3303-5a5b-ee949726f4ca,2010-01-11,,999-27-7698,S99964931,,,Sharyn437,,VonRueden376,,,,white,nonhispanic,F,Woburn  Massachusetts  US,348 Dooley Frontage road Suite 71,Marlborough,Massachusetts,Middlesex County,25017,01752,42.36142722203717,-71.5134079425191,37231.48,5658.02,905454
94f59833-746b-b9f4-95a8-accd7e968cf0,1966-06-11,,999-78-5954,S99914052,X53177638X,Mr.,Carrol931,Charley358,Bergstrom287,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,257 Emmerich Gateway Unit 39,Wareham,Massachusetts,Plymouth County,,00000,41.80105896343857,-70.74215976097321,14003.92,239810.72,23280
a56f7570-fa42-cebe-bded-330118a4268c,2003-11-28,,999-23-8973,S99941675,X57264809X,Mr.,Stuart913,Issac619,Price929,,,,white,nonhispanic,M,Northampton  Massachusetts  US,107 Leannon Passage Apt 66,Worcester,Massachusetts,Worcester County,25027,01608,42.380027145110404,-71.80908497434591,46602.96,14839.39,32311
8a378120-cbc8-8dc0-04be-44a8c807932f,1971-06-23,,999-82-7326,S99986987,X45282406X,Ms.,Santa373,,Gerlach374,,,S,white,nonhispanic,F,Medford  Massachusetts  US,1049 Luettgen Viaduct Apt 19,Lexington,Massachusetts,Middlesex County,25017,02421,42.42593269226924,-71.26559591289288,335806.87,1069166.60,198861
20526ee7-17ba-b863-b5f1-776defcde2e6,1972-05-20,2011-09-30,999-73-8834,S99921709,X23920288X,Mrs.,Sabra779,,Haley279,,Hermann103,M,white,nonhispanic,F,Dighton  Massachusetts  US,329 Wintheiser Viaduct Apt 34,Bourne,Massachusetts,Barnstable County,25001,02532,41.676148843771436,-70.5971448422042,129605.61,888945.27,413513
f0af24ba-22df-a2a6-ca80-9814fb6febff,1980-08-19,,999-17-4968,S99964931,X51790880X,Mr.,Caleb651,Mitchell808,Wiza601,,,D,white,hispanic,M,Swansea  Massachusetts  US,150 Watsica Dam,Agawam,Massachusetts,Hampden County,25013,01030,42.119665041008176,-72.69659106495038,92827.90,0.00,58325
